mep_id,first_name,last_name,gender,date_of_birth,date_of_death,hometown,country_of_representation
2299,Outi,Ojala,FEMALE,1946-06-28,,Lappee,FIN
4446,Maria,Carrilho,FEMALE,1943-11-25,2022-02-06,Beja,PRT
101039,Paolo,Borchia,MALE,1980-05-27,,NEGRAR,ITA
72753,Erminio Enzo,Boso,MALE,1945-07-09,,Pieve Tesino,ITA
1330,Carlos,Robles Piquer,MALE,1925-10-13,2018-02-09,Madrid,ESP
2136,Corrado,Augias,MALE,1935-01-26,,Roma,ITA
2253,Giacomo,LEOPARDI,MALE,1928-12-18,2015-09-13,Genova,ITA
4401,Armando,Cossutta,MALE,1926-09-02,,Milano,ITA
251268,Michael,Kauch,MALE,1967-05-04,,Dortmund,DEU
1676,Ove,Fich,MALE,1949-03-16,,Odense,DNK
23936,Michael,Frendo,MALE,1955-07-29,,Valletta,MLT
28130,Åsa,Westlund,FEMALE,1976-05-19,,Anderstorp,SWE
666,Joannes J.,Verroken,MALE,1917-01-30,,Melden,BEL
72723,Rapisardo,Antinucci,MALE,1955-11-20,,Costacciaro (PG),ITA
251874,Niels,Geuking,MALE,1992-11-17,,Coesfeld,DEU
23712,Jan,Zahradil,MALE,1963-03-20,,Praha,CZE
111033,Kārlis,Šadurskis,MALE,1959-10-11,,Rīga,LVA
1405,Edward,Mcmillan-Scott,MALE,1949-08-15,,Cambridge,GBR
125107,Claude,Rolin,MALE,1957-05-26,,Charleroi,BEL
1572,(Chris) Christopher Gerard,O'Malley,MALE,1959-06-09,,Dublin,IRL
197732,Manuel,Pizarro,MALE,1964-02-02,,Porto,PRT
253,THE LORD,Gordon-Walker,MALE,1907-04-07,,Worthing,GBR
1574,Hans R.,Nord,MALE,1919-10-11,,Den Haag,NLD
28119,Kathy,Sinnott,FEMALE,1950-09-29,,Chicago (Illinois),IRL
1714,Lambert V.J.,Croux,MALE,1927-03-06,,Bilzen,BEL
124823,Hans-Olaf,Henkel,MALE,1940-03-14,,Hamburg,DEU
197597,Hélène,Laporte,FEMALE,1978-12-29,,Villeneuve-sur-Lot,FRA
204335,Alviina,Alametsä,FEMALE,1992-09-29,,Tampere,FIN
240,Josef,Müller,MALE,1919-07-18,,Eschweiler,DEU
26830,Romanas Algimantas,Sedlickas,MALE,1942-07-23,,Vievis,LTU
28200,Katalin,Lévai,FEMALE,1954-05-22,,Budapest,HUN
26809,Cristina,Soriano Gil,FEMALE,1949-08-11,,Yecla,ESP
1921,Marlies,Mosiek-Urbahn,FEMALE,1946-08-09,,Leipzig,DEU
124891,Zdzisław,Krasnodębski,MALE,1953-04-11,,Choszczno,POL
149,Hans,Richarts,MALE,1910-10-14,,Schwartzenborn (Wittlich),DEU
1370,Caroline,Jackson,FEMALE,1946-11-05,,Penzance (Cornwall),GBR
236052,Patricia,Chagnon,FEMALE,1963-11-20,,Eindhoven,FRA
96714,Jiří,HAVEL,MALE,1957-08-20,2012-07-08,Praha,CZE
1656,Guy Jean,Guermeur,MALE,1930-01-11,,Watigny,FRA
1004,Andrea,RAGGIO,MALE,1929-11-30,2013-03-30,Cagliari,ITA
748,Ioannis,Papantoniou,MALE,1949-07-27,,Paris,GRC
1822,Denis,Baudouin,MALE,1923-02-14,1995-10-20,Paris,FRA
124989,Fredrick,Federley,MALE,1978-05-06,,Köping,SWE
28615,Roberts,Zīle,MALE,1958-06-20,,Rīga,LVA
999,Johanna-Christina,Grund,FEMALE,1934-07-17,2017-07-13,Breslau,DEU
37526,Philip Dimitrov,Dimitrov,MALE,1955-03-31,,Sofia,BGR
4381,Nicole,Thomas-Mauro,FEMALE,1951-06-06,,Reims,FRA
1937,Frederik A.A.,Willockx,MALE,1947-09-02,,St Niklaas,BEL
124860,Renato,Soru,MALE,1957-08-06,,Sanluri (CG),ITA
96773,Rafał,Trzaskowski,MALE,1972-01-17,,Warszawa,POL
273,Henri,Longchambon,MALE,1896-07-27,,Clermont-Ferrand (Puy-de-Dôme),FRA
833,Kai Uwe von,Hassel,MALE,1913-04-21,,Gare (Tanzania),DEU
197480,Nicolaus,Fest,MALE,1962-07-01,,Berlin,DEU
4266,Ewa,Hedkvist Petersen,FEMALE,1952-01-15,,Arvidsjaur,SWE
135540,Czesław,Hoc,MALE,1954-02-22,,Jelenin,POL
1027,Jean-Pierre,Cot,MALE,1937-10-23,,Chene-Bougeries (Suisse),FRA
23800,Zbigniew,Chrzanowski,MALE,1963-10-07,,Maków Maz,POL
197776,Rob,Rooken,MALE,1969-10-05,,Groningen,NLD
34249,Filiz,Hyusmenova,FEMALE,1966-06-10,,Silistra,BGR
96992,Magdi Cristiano,Allam,MALE,1952-04-22,,Il Cairo,ITA
25421,Giorgio,Calò,MALE,1933-05-26,,Monza (MI),ITA
302,Jonkheer M.,Van Der Goes Van Naters,MALE,1900-12-21,,Nijmegen,NLD
99283,Alessandro,Panza,MALE,1982-05-15,,Domodossola,ITA
322,Hans,Lemp,MALE,1928-12-11,,Vechta,DEU
976,Bernard,Thareau,MALE,1936-09-02,1995-06-29,La Rouxière,FRA
908,Jean-José,Clement,MALE,1932-08-06,,Le François (Martinique),FRA
539,Napoléon,Cochart,MALE,1912-05-13,,Arrancy/s/Creusnes (Meuse),FRA
1839,Dominique,Voynet,FEMALE,1958-11-04,,Montebeliard,FRA
1914,Jutta,Haug,FEMALE,1951-10-08,,Castrop-Rauxel,DEU
966,Jean-Claude,Martinez,MALE,1945-07-30,,Sète,FRA
197495,Marek Paweł,Balt,MALE,1973-04-08,,Czestochowa,POL
437,Kurt,Härzschel,MALE,1924-06-08,,Gross-Mangersdorf,DEU
192635,Danilo Oscar,Lancini,MALE,1965-10-15,,Rovato (BS),ITA
26837,Lefteris,Christoforou,MALE,1963-08-31,,Ammochostos,CYP
124879,Janusz,Korwin-Mikke,MALE,1942-10-27,,,POL
197400,Abir,Al-Sahlani,FEMALE,1976-05-18,,Basra,SWE
197720,Frances,Fitzgerald,FEMALE,1950-08-07,,Limerick,IRL
1307,Ana,Miranda de Lage,FEMALE,1946-05-07,,San Sebastián,ESP
39725,Iuliu,Winkler,MALE,1964-03-14,,Hunedoara,ROU
124771,Dominique,Bilde,FEMALE,1953-08-01,,Nancy,FRA
1967,Laurens Jan,Brinkhorst,MALE,1937-03-18,,Zwolle,NLD
992,Nora,Mebrak-Zaïdi,FEMALE,1965-07-06,,Béthoncourt (Doubs),FRA
96698,Viktor,Uspaskich,MALE,1959-07-24,,Vilnius,LTU
125034,Carlos,Jiménez Villarejo,MALE,1935-06-03,,Málaga,ESP
118860,Claudette,Abela Baldacchino,FEMALE,1973-02-17,,,MLT
1153,Adrien G.H.,Zeller,MALE,1940-04-02,,Saverne,FRA
1632,Gero,Pfennig,MALE,1945-02-11,,Jüterbog (Brandenburg),DEU
620,Erik,Andersen,MALE,1919-09-25,,Oster Nykirke,DNK
2052,Michael,Spindelegger,MALE,1959-12-21,,Mödling,AUT
4326,Cristina,Gutiérrez-Cortines,FEMALE,1939-12-17,,Madrid,ESP
957,Pietro,ADONNINO,MALE,1929-11-06,2013-03-22,Roma,ITA
4398,Gianni,Vattimo,MALE,1936-01-04,2023-09-19,Torino,ITA
38845,Pierre,Pribetich,MALE,1956-12-28,,Roubaix,FRA
4517,Christopher,Heaton-Harris,MALE,1967-11-28,,"Epsom, Surrey",GBR
515,Giulio,Andreotti,MALE,1919-01-14,,Roma,ITA
95280,Alin Lucian,Antochi,MALE,1972-12-10,,Roman,ROU
1413,Glyn,Ford,MALE,1950-01-28,,Gloucester,GBR
197734,Lefteris,Nikolaou-Alavanos,MALE,1985-02-07,,Athens,GRC
124997,Soraya,Post,FEMALE,1956-10-15,,Göteborg,SWE
28452,Gianni,De Michelis,MALE,1940-11-26,2019-05-11,Venezia,ITA
37524,Marusya,Lyubcheva,FEMALE,1949-07-20,,"Mitrovci, district Montana",BGR
96786,Tadeusz,Cymański,MALE,1955-06-06,,Nowy Staw,POL
1673,Basil,de Ferranti,MALE,1930-07-02,1988-09-24,Alderley Edge (Cheshire),GBR
125044,José,Blanco López,MALE,1962-02-06,,Lugo,ESP
193879,Igor,Gräzin,MALE,1952-06-27,,TARTU,EST
887,Jacques,Denis,MALE,1922-05-25,2008-09-14,Metz,FRA
317,André,Jarrot,MALE,1909-12-13,,Lux-par-Chalon-sur-Saône,FRA
1563,Christiane,Papon,FEMALE,1924-09-03,,Vienne,FRA
24922,Pascal,Arimont,MALE,1974-09-25,,Malmedy,BEL
917,Henri-Guy,Caillavet,MALE,1914-02-13,,Agen,FRA
888,Michel J.-P.,Debré,MALE,1912-01-15,,Paris,FRA
125003,Igor,Šoltes,MALE,1964-08-22,,Ljubljana,SVN
1142,Wim,van Velzen,MALE,1938-05-13,,Hilversum,NLD
1972,Salvador,Jové Peres,MALE,1942-12-28,,Artesa de Lerida,ESP
4323,María Antonia,Avilés Perea,FEMALE,,,Murcia,ESP
825,Hermann,Heinemann,MALE,1928-06-24,,Dortmund,DEU
1081,Renzo,TRIVELLI,MALE,1925-05-02,2015-11-30,Livorno,ITA
1719,Fernando,Condesso,MALE,1946-10-09,,Coruche,PRT
1326,Fernando,Suárez González,MALE,1933-08-10,,León,ESP
1335,Josep E.,Pons Grau,MALE,1948-06-19,,Tavernes de la Valldigna (Valencia),ESP
99416,Nikolaos,Salavrakos,MALE,1946-02-15,,Kalamata,GRC
1263,Elmar,Brok,MALE,1946-05-14,,Verl (Kr. Gütersloh),DEU
176,Paul J.,Kapteyn,MALE,1895-09-28,,Amsterdam,NLD
114279,Isabelle,Thomas,FEMALE,1961-11-26,,Blanc-Mesnil,FRA
214839,Emma,Wiesner,FEMALE,1992-11-11,,Västerås,SWE
26828,Guntars,Krasts,MALE,1957-10-16,,Rīga,LVA
96794,Sławomir,Nitras,MALE,1973-04-26,,Połczyn Zdrój,POL
982,Calogero,Lo Giudice,MALE,1938-06-16,2021-08-24,Enna,ITA
28358,Konrad,Szymański,MALE,1969-12-06,,Kalisz,POL
28259,Mia,De Vits,FEMALE,1950-03-31,,Gooik,BEL
1098,Mario Giovanni Guerriero,Ruffini,MALE,1937-04-15,1990-09-15,Costa Volpino,ITA
4507,Bas,Belder,MALE,1946-10-25,,Ridderkerk,NLD
4518,Nicholas,Clegg,MALE,1967-01-07,,Amersham,GBR
21813,Miquel,Mayol i Raynal,MALE,1941-08-11,,Perpinyà (Rosselló),FRA
23937,George William,Vella,MALE,1942-04-24,,Zejtun,MLT
718,Allan R.,Rogers,MALE,1932-10-24,,Gelligaer (Glamorgan),GBR
747,Apostolos,Papageorgiou,MALE,1906-12-17,1982-09-09,Patra,GRC
124806,David,McAllister,MALE,1971-01-12,,Berlin,DEU
851,Paul-Henry E.M.Gh.,Gendebien,MALE,1939-07-09,,Hastières-par-delà,BEL
124841,Iris,Hoffmann,FEMALE,1963-06-29,,Rostock,DEU
310,Charles B.,McDonald,MALE,1935-06-11,,Larchfield,IRL
672,Eric K.P.,Van Rompuy,MALE,1949-11-23,,Ukkel,BEL
1613,Zenon-José,Luis Paz,MALE,1941-03-01,,Fuente del Arco (Badajoz),ESP
197705,John David Edward,Tennant,MALE,1986-12-25,,Newcastle On Tyne,GBR
245858,Thomas,Rudner,MALE,1961-09-11,,Schwäbisch Gmünd,DEU
726,Mario,Pedini,MALE,1918-12-27,,Montichiari (Brescia),ITA
1110,Roberto,Formigoni,MALE,1947-03-30,,Lecco (Como),ITA
28262,Henrik,Lax,MALE,1946-05-06,,Helsingfors,FIN
1054,Dorothee,Piermont,FEMALE,1943-02-27,,Straßburg,DEU
1933,Elisabeth,Schroedter,FEMALE,1959-03-11,,Dresden,DEU
1173,Marie-Claude,Vayssade,FEMALE,1936-08-08,2020-11-11,Pierrepont (Meurthe et Moselle),FRA
96840,Knut,Fleckenstein,MALE,1953-12-20,,Bad Nauheim,DEU
1333,Fernando,Pérez Royo,MALE,1943-01-25,,Alcalá de Guadaira (Sevilla),ESP
1760,Bernardo,Bayona Aznar,MALE,1952-05-02,,Zaragoza,ESP
197623,Thierry,Mariani,MALE,1958-08-08,,Orange,FRA
2000,Daniel,Varela Suanzes-Carpegna,MALE,1951-04-01,,Lugo,ESP
124731,Jérôme,Lavrilleux,MALE,1969-09-19,,Saint-Quentin,FRA
124692,Demetris,Papadakis,MALE,1966-08-22,,Ammochostos,CYP
4525,Nigel,Farage,MALE,1964-04-03,,Farnborough,GBR
96713,Evžen,Tošenovský,MALE,1956-02-26,,Ostrava,CZE
96757,Raffaele,Baldassarre,MALE,1956-09-23,2018-11-10,Lecce,ITA
145,Raymond,Offroy,MALE,1909-05-03,,Paris,FRA
119438,Zdravka,Bušić,FEMALE,1950-09-06,,Imotski,HRV
22950,Jan,Dhaene,MALE,1959-02-11,,Kortrijk,BEL
1301,Patricia E.,Rawlings,FEMALE,1939-01-27,,London,GBR
197782,Mohammed,Chahim,MALE,1985-04-18,,Fes,NLD
124813,Dario,Tamburrano,MALE,1969-08-27,,Roma,ITA
125237,Marco,Zullo,MALE,1978-10-29,,Verona,ITA
223,René,Mayer,MALE,1895-05-04,,Paris,FRA
26817,Mario,de Marco,MALE,1965-10-18,,Floriana,MLT
96706,João,Ferreira,MALE,1978-11-20,,Lisboa,PRT
285,Dore,Smets,FEMALE,1901-06-06,,Mechelen,BEL
28975,Vittorio,AGNOLETTO,MALE,1958-03-06,,Milano,ITA
1013,Antonio,CARIGLIA,MALE,1924-03-28,2010-02-20,Vieste,ITA
4304,Herman,Schmid,MALE,1939-12-31,,Malmö,SWE
38160,Joop,Post,MALE,1950-07-05,,Velsen,NLD
125101,José Inácio,Faria,MALE,1962-03-13,,Viana do Castelo,PRT
96669,Joe,Higgins,MALE,1949-05-20,,Ciarraí,IRL
96959,George,Lyon,MALE,1956-07-16,,Rothesay,GBR
1384,Jack,Stewart-Clark,MALE,1929-09-17,,Dalmeny (Scotland),GBR
1824,Sylvester,Barrett,MALE,1926-05-26,,"Darrag, Ennis, Co. Clare",IRL
1684,Federico,Mayor Zaragoza,MALE,1934-01-27,,Barcelona,ESP
96868,Karima,Delli,FEMALE,1979-03-04,,Roubaix,FRA
1884,Javier,Areitio Toledo,MALE,1954-04-11,,Madrid,ESP
23718,Bogusław,Litwiniec,MALE,1931-11-01,,Ostrog,POL
2262,Marianne,Eriksson,FEMALE,1952-05-17,,Brännkyrka,SWE
855,Karl,Fuchs,MALE,1920-09-11,,Empertsreut (Oberpfalz),DEU
4377,Josu,Ortuondo Larrea,MALE,1948-02-13,,Bilbao,ESP
452,,Ardwick,MALE,1910-04-29,,Manchester,GBR
870,Edith,Cresson,FEMALE,1934-01-27,,Boulogne (Seine),FRA
249443,Wolfram,Pirchner,MALE,1958-04-21,,Innsbruck,AUT
232,José Manuel,Duarte Cendán,MALE,1936-08-11,2022-11-22,Madrid,ESP
1443,James (Jim),Fitzsimons,MALE,1936-12-16,,Navan (Co. Meath),IRL
4436,Gianni,Pittella,MALE,1958-11-19,,Lauria (PZ),ITA
771,Gilles,Martinet,MALE,1916-08-08,,Paris,FRA
39713,Renate,Weber,FEMALE,1955-08-03,,Botoşani,ROU
197545,Bogdan,Rzońca,MALE,1961-02-01,,Zarzecze,POL
187,Mariano,Pintus,MALE,1916-09-24,,Luras (Sassari),ITA
414,Johannes B.,Broeksz,MALE,1906-02-12,,Amsterdam,NLD
1251,Anna (An) M.A.,Hermans,FEMALE,1944-09-23,,Zolder,BEL
96996,Giancarlo,Scottà,MALE,1953-04-11,,Vittorio Veneto,ITA
28212,Chantal,Simonot,FEMALE,1962-09-22,,Besançon,FRA
184,Ernesto,Pucci,MALE,1917-04-08,,Chiaravalle Centrale,ITA
197735,Adriana,Maldonado López,FEMALE,1990-01-09,,,ESP
1431,Marietta,Giannakou,FEMALE,1951-06-05,2022-02-27,Gerakion (Lakonias),GRC
28319,Nina,Škottová,FEMALE,1946-10-06,,Prostějov,CZE
958,Antonio,Mazzone,MALE,1934-12-19,2022-12-10,Napoli,ITA
1881,Jean-Paul,Heider,MALE,1939-02-13,,Strasbourg,FRA
96951,Diane,Dodds,FEMALE,1958-08-16,,Banbridge,GBR
190799,Michael,Detjen,MALE,1958-04-28,,Nordhausen,DEU
197814,Louis,Stedman-Bryce,MALE,1974-12-26,,Swanley,GBR
125030,Annie,Schreijer-Pierik,FEMALE,1953-02-17,,Diepenheim,NLD
1711,Jean-Pierre,ROUX,MALE,1938-08-05,2013-01-17,Isle sur Sorgue,FRA
2096,Milan,Linzer,MALE,1937-11-08,,Oberpullendorf,AUT
670,Herman F.G.,Vanderpoorten,MALE,1922-08-25,,Lier,BEL
1809,Marco,Cellai,MALE,1944-03-05,,Firenze,ITA
28342,Maria,BADIA i CUTCHET,FEMALE,1947-05-13,,St. Quirze del Vallès,ESP
428,Francesco,Ferrari,MALE,1905-10-15,2022-05-23,Casarano,ITA
2067,Maj-Lis,Lööw,FEMALE,1936-08-13,,Eskilstuna,SWE
28351,Tomáš,Zatloukal,MALE,1969-08-03,,Zlín,CZE
2165,Manuel F.,Monteiro,MALE,1962-04-01,,Lisboa,PRT
250237,Włodzimierz Witold,Karpiński,MALE,1961-11-16,,Puławy,POL
28284,Barbara,Kudrycka,FEMALE,1956-01-22,,Kolno,POL
124968,Therese,Comodini Cachia,FEMALE,1973-02-23,,Attard,MLT
4440,Anne E.,Jensen,FEMALE,1951-08-17,,Kalundborg,DNK
1103,Giorgio,Napolitano,MALE,1925-06-29,,Napoli,ITA
1978,Bernard,Kouchner,MALE,1939-11-01,,Avignon (Vaucluse),FRA
1068,Nicole,Pery,FEMALE,1943-05-15,,Bayonne,FRA
96945,Marietje,Schaake,FEMALE,1978-10-28,,Leiden,NLD
131750,Mihai,Ţurcanu,MALE,1975-11-02,,Botoșani,ROU
1977,Michel,Rocard,MALE,1930-08-20,2016-07-02,Courbevoie (Seine),FRA
39711,Victor,Boştinaru,MALE,1952-05-17,,Valea Mare,ROU
792,Silvio,Lega,MALE,1945-02-04,2021-04-24,Leini (Torino),ITA
4485,Ioannis,Souladakis,MALE,1941-06-27,,Kriti,GRC
2069,Kristina,Persson,FEMALE,1945-04-16,,Östersund,SWE
1203,Max,Gallo,MALE,1932-01-07,2017-07-18,Nice,FRA
28336,Věra,Flasarová,FEMALE,1952-12-19,,Ostrava,CZE
1249,Jannis,Sakellariou,MALE,1939-11-12,,Athen,DEU
33999,Viorel,Duca,MALE,1950-08-09,,Talpos,ROU
124932,Josep-Maria,Terricabras,MALE,1946-07-12,,Calella,ESP
245018,Christophe,Clergeau,MALE,1968-09-01,,Nantes,FRA
28389,Zbigniew,Kuźmiuk,MALE,1956-09-19,,Komorowo,POL
1803,Roger,Fajardie,MALE,1930-09-04,1987-08-25,Bourges (Cher),FRA
96920,Kay,Swinburne,FEMALE,1967-06-08,,,GBR
2256,Jean-Antoine,Giansily,MALE,1947-02-08,,Ajaccio,FRA
1300,Anita Jean,Pollack,FEMALE,1946-06-03,,Australia,GBR
2315,Jean Louis,Cottigny,MALE,1950-09-12,,Hesdin,FRA
4516,Roger,Helmer,MALE,1944-01-25,,London,GBR
124832,Udo,Voigt,MALE,1952-04-14,,Viersen,DEU
204371,Heather,Anderson,FEMALE,1959-01-31,,Dundee,GBR
28463,Frieda,Brepoels,FEMALE,1955-05-07,,Mopertingen,BEL
191,Luigi,Noe',MALE,1915-11-29,,Milano,ITA
39762,Johannes,Lebech,MALE,1948-09-12,,SKIVE,DNK
197812,Magid,Magid,MALE,1989-06-26,,Buroa,GBR
692,Evanghelos,Soussouroyannis,MALE,1930-01-01,,Kavala,GRC
284,THE BARONESS,Fisher of Rednal,FEMALE,1919-09-13,,Birmingham,GBR
124831,Isabella,Adinolfi,FEMALE,1978-03-27,,Salerno,ITA
28195,Peter,Baco,MALE,1945-04-09,,Opatová,SVK
1204,Alain,Lamassoure,MALE,1944-02-10,,Pau,FRA
28371,Marek Aleksander,Czarnecki,MALE,1959-03-22,,Chorzów,POL
28401,Maria da Assunção,Esteves,FEMALE,1956-10-15,,Valpaços,PRT
124875,Anders Primdahl,Vistisen,MALE,1987-11-12,,Viborg,DNK
1364,Luís,Marinho,MALE,1949-06-05,,Porto,PRT
197489,Bernhard,Zimniok,MALE,1953-06-21,,Schnaittenbach,DEU
96975,António Fernando,Correia de Campos,MALE,1942-12-14,,Viseu,PRT
125063,Georgios,Kyrtsos,MALE,1952-06-04,,Athina,GRC
1271,Siegbert,Alber,MALE,1936-07-27,2021-06-04,Hechingen (Hohenzollern),DEU
124788,Luigi,Morgano,MALE,1951-03-15,,Brescia,ITA
240478,Beatrice,Covassi,FEMALE,1968-12-01,,Firenze,ITA
1747,Jean-François,Deniau,MALE,1928-10-31,2007-01-24,Paris,FRA
96850,Damien,Abad,MALE,1980-04-05,,Nîmes,FRA
1789,Dario,Antoniozzi,MALE,1923-12-11,,Rieti,ITA
1257,Gerd Ludwig,Lemmer,MALE,1925-09-13,,Remscheid,DEU
96838,Cristian Dan,Preda,MALE,1966-10-26,,Bucureşti,ROU
23830,István,Szent-Iványi,MALE,1958-11-12,,Kecskemét,HUN
249285,Lydie,Massard,FEMALE,1978-08-24,,Saint- Brieuc,FRA
391,Giuseppe,Garlato,MALE,1896-12-22,,San Vito al Tagliamento (Udine),ITA
96859,Ioan,ENCIU,MALE,1953-04-14,,Odorheiul-Secuiesc,ROU
804,Konstantinos,Kallias,MALE,1901-06-26,,Chalkis,GRC
1317,Henry Bell,Mccubbin,MALE,1942-07-15,2023-11-13,Glasgow,GBR
197808,Pietro,Bartolo,MALE,1956-02-10,,Lampedusa,ITA
2277,Klaus,Lukas,MALE,1938-11-01,,Klagenfurt,AUT
96883,Eva,Joly,FEMALE,1943-12-05,,Oslo,FRA
124740,Joëlle,Bergeron,FEMALE,1949-06-28,,Charlieu,FRA
365,Erisia,Gennai Tonietti,FEMALE,1900-07-05,,Rio Marina (Isola d'Elba),ITA
1350,Arturo Juan,Escuder Croft,MALE,1932-09-26,1992-10-08,Santa Cruz de Tenerife,ESP
1509,Raymond,Tourrain,MALE,1924-02-04,2000-02-10,Larnod (Doubs),FRA
248,Roger,Toubeau,MALE,1900-03-31,,Frameries,BEL
124877,Jadwiga,Wiśniewska,FEMALE,1963-07-02,,Myszków,POL
4278,Ewa,Klamt,FEMALE,1950-05-26,,Straubing,DEU
124863,Stefan,Eck,MALE,1956-01-08,,Homburg,DEU
96906,Kyriakos,Mavronikolas,MALE,1955-01-25,,Pafos,CYP
1046,Ioannis,Stamoulis,MALE,1930-09-12,2007-12-03,Thiva,GRC
2167,José,GIRÃO PEREIRA,MALE,1938-03-01,2015-04-23,¿,PRT
197472,Filip,De Man,MALE,1955-11-11,,,BEL
102931,Keith,Taylor,MALE,1953-08-01,2022-10-31,Rochford,GBR
1979,Danielle,Darras,FEMALE,1943-12-22,2009-06-07,Carency,FRA
204,Knud,Thomsen,MALE,1908-01-16,,Ålborg,DNK
808,Hans,Katzer,MALE,1919-01-31,,Köln,DEU
2127,Bernard R.,Tapie,MALE,1943-01-26,,Paris,FRA
660,Fred A.,Warner,MALE,1918-05-02,,Bournemouth,GBR
72722,Domenico Antonio,Basile,MALE,1952-08-26,,Vibo Valentia,ITA
110977,Florian,Philippot,MALE,1981-10-24,,Croix,FRA
1929,Christa,Klaß,FEMALE,1951-11-07,,Osann,DEU
22861,Seán,Ó Neachtain,MALE,1947-05-22,,Galway,IRL
33569,Syed,Kamall,MALE,1967-02-15,,London,GBR
2024,Fiorella,Ghilardotti,FEMALE,1946-06-25,2005-09-13,Castelverde (CR),ITA
4464,Giuseppe,Di Lello Finuoli,MALE,1940-11-24,,Villa S. Maria,ITA
343,Farell,McElgunn,MALE,,,¿,IRL
315,Alfred,Krieger,MALE,,,,FRA
2319,Henri,Weber,MALE,1944-06-24,2020-04-26,Leninabad (URSS),FRA
226260,Karolin,Braunsberger-Reinhold,FEMALE,1986-11-03,,Wolfen,DEU
2274,Quinídio,Correia,MALE,1951-12-23,,Funchal (Madeira),PRT
96694,Rolandas,Paksas,MALE,1956-06-10,,Telšiai,LTU
39715,Mihaela,Popa,FEMALE,1962-04-16,,Huși,ROU
970,Lelio,Lagorio,MALE,1925-11-09,2017-01-07,Trieste,ITA
1196,Heinke,Salisch,FEMALE,1941-08-14,,Grevenbroich,DEU
1814,Ioannis,Boutos,MALE,1925-05-03,,Athina,GRC
595,Walter,Arendt,MALE,1925-01-17,,"Heessen, Kr. Beckum (Westf.)",DEU
96806,Teresa,Jiménez-Becerril Barrio,FEMALE,1961-07-24,,Sevilla,ESP
23935,Antonio,Fenech,MALE,1969-05-05,,Pieta,MLT
125050,Ángela,Vallina,FEMALE,1959-07-06,,Asturias,ESP
1343,Manuel,GARCÍA AMIGO,MALE,1933-10-02,2012-01-26,Fuentespreadas (Zamora),ESP
1678,Ludwig,Fellermaier,MALE,1930-07-02,,Wien,DEU
1427,Gordon J.,Adam,MALE,1934-03-28,,Carlisle,GBR
38511,Georg,Mayer,MALE,1973-10-12,,Feldbach,AUT
2275,Rui,VIEIRA,MALE,1926-03-29,2009-08-29,Funchal (Madeira),PRT
1047,Konstantinos,Tsimas,MALE,1936-06-04,2005-11-29,Theologos Thassou,GRC
2143,Gerardo,Bianco,MALE,1931-09-12,2022-11-30,Guardia dei Lombardi (AV),ITA
4466,Ilda,Figueiredo,FEMALE,1948-10-30,,Troviscal - O. Bairro,PRT
39709,MARIAN,ZLOTEA,MALE,1971-06-30,,Sinești-jud. Valcea,ROU
97513,Vicky,Maeijer,FEMALE,1986-09-07,,Rotterdam,NLD
1322,Kenneth,COATES,MALE,1930-09-16,2010-06-27,Leek (Staffordshire),GBR
188623,John,Flack,MALE,1957-01-03,,Romford,GBR
109649,Mikael,Gustafsson,MALE,1966-03-06,,Dragsfjärd,SWE
97086,Sonia,Alfano,FEMALE,1971-10-15,,Messina,ITA
197631,Dacian,Cioloş,MALE,1969-07-27,,Zalău,ROU
28261,Alexander,Stubb,MALE,1968-04-01,,Helsinki,FIN
124888,Gabriele,Preuß,FEMALE,1954-09-27,,Dortmund,DEU
1566,Emma,Bonino,FEMALE,1948-03-09,,Bra,ITA
4486,Joke,Swiebel,FEMALE,1941-11-28,,Den Haag,NLD
939,Neil R.,Balfour,MALE,1944-08-12,,Lima (Peru),GBR
124971,James,Carver,MALE,1969-08-15,,,GBR
926,Cornelis,Berkhouwer,MALE,1919-03-19,,Alkmaar,NLD
1557,Giancarlo,Pajetta,MALE,1911-06-24,,Torino,ITA
2320,Henri,de Lassus Saint Geniès,MALE,1938-04-02,,Paris,FRA
1906,Bernhard,Rapkay,MALE,1951-01-08,,Ludwigsburg,DEU
4312,Theresa,Zabell,FEMALE,1965-05-22,,Ipswich (GB),ESP
4416,Jean-Louis,Bernié,MALE,1953-08-22,,Querigut,FRA
96747,Arnaud,Danjean,MALE,1971-02-11,,Louhans,FRA
1777,Terrence J. (Terry),Pitt,MALE,1937-03-02,,Willenhall,GBR
103,Nicola,Romeo,MALE,1902-07-10,,Napoli,ITA
35743,Glenis,Willmott,FEMALE,1951-03-04,,"Horden, Co. Durham",GBR
4560,Antonius,Manders,MALE,1956-03-14,,Stiphout,NLD
197410,Stefan,Berger,MALE,1969-09-15,,Mönchengladbach,DEU
28417,Antonio,De Poli,MALE,1960-10-04,,Vicenza,ITA
173,Johannes H.,Lamberts,MALE,1911-07-08,,Vriezenveen,NLD
1214,Hans-Günter,Schodruch,MALE,1926-09-30,1999-08-18,Ragnit,DEU
197843,Andrius,Kubilius,MALE,1956-12-08,,Lietuva,LTU
353,Jozef,Ramaekers,MALE,1923-06-05,,Tienen,BEL
1463,Paraskevas,Avgerinos,MALE,1927-08-19,,Alonistena Arkadias,GRC
197670,Andreas,Schieder,MALE,1969-04-16,,Wien,AUT
